Model,Task,Format,Backend,Inference_ID,Latency_ms,Accuracy
MobileNetV4-Large,Rock_Classification,INT8,GPU,80,133.315,96.76%
MobileNetV4-Large,Rock_Classification,INT8,GPU,81,121.839,96.76%
MobileNetV4-Large,Rock_Classification,INT8,GPU,82,136.241,96.76%
MobileNetV4-Large,Rock_Classification,INT8,GPU,83,125.467,96.76%
MobileNetV4-Large,Rock_Classification,INT8,GPU,84,137.158,96.76%
MobileNetV4-Large,Rock_Classification,INT8,GPU,85,124.161,96.76%
MobileNetV4-Large,Rock_Classification,INT8,GPU,86,142.142,96.76%
MobileNetV4-Large,Rock_Classification,INT8,GPU,87,128.949,96.76%
MobileNetV4-Large,Rock_Classification,INT8,GPU,88,126.416,96.76%
MobileNetV4-Large,Rock_Classification,INT8,GPU,89,118.594,96.76%
MobileNetV4-Large,Rock_Classification,INT8,GPU,90,128.098,96.76%
MobileNetV4-Large,Rock_Classification,INT8,GPU,91,125.917,96.76%
MobileNetV4-Large,Rock_Classification,INT8,GPU,92,124.701,96.76%
MobileNetV4-Large,Rock_Classification,INT8,GPU,93,119.064,96.76%
MobileNetV4-Large,Rock_Classification,INT8,GPU,94,114.02,96.76%
MobileNetV4-Large,Rock_Classification,INT8,GPU,95,128.02,96.76%
MobileNetV4-Large,Rock_Classification,INT8,GPU,96,129.858,96.76%
MobileNetV4-Large,Rock_Classification,INT8,GPU,97,135.583,96.76%
MobileNetV4-Large,Rock_Classification,INT8,GPU,98,132.389,96.76%
MobileNetV4-Large,Rock_Classification,INT8,GPU,99,132.571,96.76%
MobileNetV4-Large,Rock_Classification,INT8,GPU,100,130.745,96.76%
MobileNetV4-Large,Rock_Classification,INT8,CPU,1,129.77,96.76%
MobileNetV4-Large,Rock_Classification,INT8,CPU,2,149.477,96.76%
MobileNetV4-Large,Rock_Classification,INT8,CPU,3,139.354,96.76%
MobileNetV4-Large,Rock_Classification,INT8,CPU,4,142.211,96.76%
MobileNetV4-Large,Rock_Classification,INT8,CPU,5,138.571,96.76%
MobileNetV4-Large,Rock_Classification,INT8,CPU,6,145.099,96.76%
MobileNetV4-Large,Rock_Classification,INT8,CPU,7,138.857,96.76%
MobileNetV4-Large,Rock_Classification,INT8,CPU,8,142.297,96.76%
MobileNetV4-Large,Rock_Classification,INT8,CPU,9,150.287,96.76%
MobileNetV4-Large,Rock_Classification,INT8,CPU,10,144.863,96.76%
MobileNetV4-Large,Rock_Classification,INT8,CPU,11,146.18,96.76%
MobileNetV4-Large,Rock_Classification,INT8,CPU,12,147.525,96.76%
MobileNetV4-Large,Rock_Classification,INT8,CPU,13,135.522,96.76%
MobileNetV4-Large,Rock_Classification,INT8,CPU,14,149.478,96.76%
MobileNetV4-Large,Rock_Classification,INT8,CPU,15,142.909,96.76%
MobileNetV4-Large,Rock_Classification,INT8,CPU,16,146.656,96.76%
MobileNetV4-Large,Rock_Classification,INT8,CPU,17,144.273,96.76%
MobileNetV4-Large,Rock_Classification,INT8,CPU,18,139.401,96.76%
MobileNetV4-Large,Rock_Classification,INT8,CPU,19,145.185,96.76%
MobileNetV4-Large,Rock_Classification,INT8,CPU,20,139.782,96.76%
MobileNetV4-Large,Rock_Classification,INT8,CPU,21,150.909,96.76%
MobileNetV4-Large,Rock_Classification,INT8,CPU,22,143.611,96.76%
MobileNetV4-Large,Rock_Classification,INT8,CPU,23,143.44,96.76%
MobileNetV4-Large,Rock_Classification,INT8,CPU,24,139.861,96.76%
MobileNetV4-Large,Rock_Classification,INT8,CPU,25,142.467,96.76%
MobileNetV4-Large,Rock_Classification,INT8,CPU,26,150.131,96.76%
MobileNetV4-Large,Rock_Classification,INT8,CPU,27,146.476,96.76%
MobileNetV4-Large,Rock_Classification,INT8,CPU,28,146.212,96.76%
MobileNetV4-Large,Rock_Classification,INT8,CPU,29,147.902,96.76%
MobileNetV4-Large,Rock_Classification,INT8,CPU,30,137.776,96.76%
MobileNetV4-Large,Rock_Classification,INT8,CPU,31,142.21,96.76%
MobileNetV4-Large,Rock_Classification,INT8,CPU,32,138.962,96.76%
MobileNetV4-Large,Rock_Classification,INT8,CPU,33,146.823,96.76%
MobileNetV4-Large,Rock_Classification,INT8,CPU,34,143.25,96.76%
MobileNetV4-Large,Rock_Classification,INT8,CPU,35,142.041,96.76%
MobileNetV4-Large,Rock_Classification,INT8,CPU,36,147.682,96.76%
MobileNetV4-Large,Rock_Classification,INT8,CPU,37,140.248,96.76%
MobileNetV4-Large,Rock_Classification,INT8,CPU,38,148.923,96.76%
MobileNetV4-Large,Rock_Classification,INT8,CPU,39,145.04,96.76%
MobileNetV4-Large,Rock_Classification,INT8,CPU,40,140.152,96.76%
MobileNetV4-Large,Rock_Classification,INT8,CPU,41,146.801,96.76%
MobileNetV4-Large,Rock_Classification,INT8,CPU,42,148.951,96.76%
MobileNetV4-Large,Rock_Classification,INT8,CPU,43,133.171,96.76%
MobileNetV4-Large,Rock_Classification,INT8,CPU,44,148.89,96.76%
MobileNetV4-Large,Rock_Classification,INT8,CPU,45,141.643,96.76%
MobileNetV4-Large,Rock_Classification,INT8,CPU,46,142.629,96.76%
MobileNetV4-Large,Rock_Classification,INT8,CPU,47,147.741,96.76%
MobileNetV4-Large,Rock_Classification,INT8,CPU,48,147.634,96.76%
MobileNetV4-Large,Rock_Classification,INT8,CPU,49,139.168,96.76%
MobileNetV4-Large,Rock_Classification,INT8,CPU,50,152.78,96.76%
MobileNetV4-Large,Rock_Classification,INT8,CPU,51,133.452,96.76%
MobileNetV4-Large,Rock_Classification,INT8,CPU,52,141.201,96.76%
MobileNetV4-Large,Rock_Classification,INT8,CPU,53,141.281,96.76%
MobileNetV4-Large,Rock_Classification,INT8,CPU,54,144.44,96.76%
MobileNetV4-Large,Rock_Classification,INT8,CPU,55,151.322,96.76%
MobileNetV4-Large,Rock_Classification,INT8,CPU,56,147.21,96.76%
MobileNetV4-Large,Rock_Classification,INT8,CPU,57,142.089,96.76%
MobileNetV4-Large,Rock_Classification,INT8,CPU,58,155.373,96.76%
MobileNetV4-Large,Rock_Classification,INT8,CPU,59,134.078,96.76%
MobileNetV4-Large,Rock_Classification,INT8,CPU,60,137.058,96.76%
MobileNetV4-Large,Rock_Classification,INT8,CPU,61,138.135,96.76%
MobileNetV4-Large,Rock_Classification,INT8,CPU,62,145.952,96.76%
MobileNetV4-Large,Rock_Classification,INT8,CPU,63,141.081,96.76%
MobileNetV4-Large,Rock_Classification,INT8,CPU,64,129.022,96.76%
MobileNetV4-Large,Rock_Classification,INT8,CPU,65,146.561,96.76%
MobileNetV4-Large,Rock_Classification,INT8,CPU,66,131.52,96.76%
MobileNetV4-Large,Rock_Classification,INT8,CPU,67,144.559,96.76%
MobileNetV4-Large,Rock_Classification,INT8,CPU,68,143.218,96.76%
MobileNetV4-Large,Rock_Classification,INT8,CPU,69,147.042,96.76%
MobileNetV4-Large,Rock_Classification,INT8,CPU,70,141.326,96.76%
MobileNetV4-Large,Rock_Classification,INT8,CPU,71,140.037,96.76%
MobileNetV4-Large,Rock_Classification,INT8,CPU,72,152.588,96.76%
MobileNetV4-Large,Rock_Classification,INT8,CPU,73,145.891,96.76%
MobileNetV4-Large,Rock_Classification,INT8,CPU,74,147.339,96.76%
MobileNetV4-Large,Rock_Classification,INT8,CPU,75,141.111,96.76%
MobileNetV4-Large,Rock_Classification,INT8,CPU,76,137.632,96.76%
MobileNetV4-Large,Rock_Classification,INT8,CPU,77,141.23,96.76%
MobileNetV4-Large,Rock_Classification,INT8,CPU,78,142.146,96.76%
MobileNetV4-Large,Rock_Classification,INT8,CPU,79,147.501,96.76%
MobileNetV4-Large,Rock_Classification,INT8,CPU,80,138.026,96.76%
MobileNetV4-Large,Rock_Classification,INT8,CPU,81,149.904,96.76%
MobileNetV4-Large,Rock_Classification,INT8,CPU,82,133.556,96.76%
MobileNetV4-Large,Rock_Classification,INT8,CPU,83,141.099,96.76%
MobileNetV4-Large,Rock_Classification,INT8,CPU,84,135.926,96.76%
MobileNetV4-Large,Rock_Classification,INT8,CPU,85,134.818,96.76%
MobileNetV4-Large,Rock_Classification,INT8,CPU,86,139.264,96.76%
MobileNetV4-Large,Rock_Classification,INT8,CPU,87,140.048,96.76%
MobileNetV4-Large,Rock_Classification,INT8,CPU,88,149.483,96.76%
MobileNetV4-Large,Rock_Classification,INT8,CPU,89,134.905,96.76%
MobileNetV4-Large,Rock_Classification,INT8,CPU,90,145.274,96.76%
MobileNetV4-Large,Rock_Classification,INT8,CPU,91,140.808,96.76%
MobileNetV4-Large,Rock_Classification,INT8,CPU,92,148.381,96.76%
MobileNetV4-Large,Rock_Classification,INT8,CPU,93,132.917,96.76%
MobileNetV4-Large,Rock_Classification,INT8,CPU,94,155.932,96.76%
MobileNetV4-Large,Rock_Classification,INT8,CPU,95,143.538,96.76%
MobileNetV4-Large,Rock_Classification,INT8,CPU,96,136.494,96.76%
MobileNetV4-Large,Rock_Classification,INT8,CPU,97,144.169,96.76%
MobileNetV4-Large,Rock_Classification,INT8,CPU,98,142.571,96.76%
MobileNetV4-Large,Rock_Classification,INT8,CPU,99,132.832,96.76%
MobileNetV4-Large,Rock_Classification,INT8,CPU,100,142.781,96.76%
MobileNetV4-Large,Rock_Classification,INT4,NPU,1,13.056,96.76%
MobileNetV4-Large,Rock_Classification,INT4,NPU,2,13.411,96.76%
MobileNetV4-Large,Rock_Classification,INT4,NPU,3,14.261,96.76%
MobileNetV4-Large,Rock_Classification,INT4,NPU,4,13.287,96.76%
MobileNetV4-Large,Rock_Classification,INT4,NPU,5,13.651,96.76%
MobileNetV4-Large,Rock_Classification,INT4,NPU,6,14.029,96.76%
MobileNetV4-Large,Rock_Classification,INT4,NPU,7,13.375,96.76%
MobileNetV4-Large,Rock_Classification,INT4,NPU,8,13.889,96.76%
MobileNetV4-Large,Rock_Classification,INT4,NPU,9,13.409,96.76%
MobileNetV4-Large,Rock_Classification,INT4,NPU,10,14.645,96.76%
MobileNetV4-Large,Rock_Classification,INT4,NPU,11,13.886,96.76%
MobileNetV4-Large,Rock_Classification,INT4,NPU,12,14.002,96.76%
MobileNetV4-Large,Rock_Classification,INT4,NPU,13,13.56,96.76%
MobileNetV4-Large,Rock_Classification,INT4,NPU,14,13.201,96.76%
MobileNetV4-Large,Rock_Classification,INT4,NPU,15,14.204,96.76%
MobileNetV4-Large,Rock_Classification,INT4,NPU,16,13.488,96.76%
MobileNetV4-Large,Rock_Classification,INT4,NPU,17,13.012,96.76%
MobileNetV4-Large,Rock_Classification,INT4,NPU,18,14.193,96.76%
MobileNetV4-Large,Rock_Classification,INT4,NPU,19,13.672,96.76%
MobileNetV4-Large,Rock_Classification,INT4,NPU,20,12.983,96.76%
MobileNetV4-Large,Rock_Classification,INT4,NPU,21,13.729,96.76%
MobileNetV4-Large,Rock_Classification,INT4,NPU,22,12.425,96.76%
MobileNetV4-Large,Rock_Classification,INT4,NPU,23,13.167,96.76%
MobileNetV4-Large,Rock_Classification,INT4,NPU,24,13.416,96.76%
MobileNetV4-Large,Rock_Classification,INT4,NPU,25,13.368,96.76%
MobileNetV4-Large,Rock_Classification,INT4,NPU,26,12.819,96.76%
MobileNetV4-Large,Rock_Classification,INT4,NPU,27,12.671,96.76%
MobileNetV4-Large,Rock_Classification,INT4,NPU,28,13.558,96.76%
MobileNetV4-Large,Rock_Classification,INT4,NPU,29,13.368,96.76%
MobileNetV4-Large,Rock_Classification,INT4,NPU,30,12.554,96.76%
MobileNetV4-Large,Rock_Classification,INT4,NPU,31,13.464,96.76%
MobileNetV4-Large,Rock_Classification,INT4,NPU,32,13.65,96.76%
MobileNetV4-Large,Rock_Classification,INT4,NPU,33,12.353,96.76%
MobileNetV4-Large,Rock_Classification,INT4,NPU,34,15.035,96.76%
MobileNetV4-Large,Rock_Classification,INT4,NPU,35,13.658,96.76%
MobileNetV4-Large,Rock_Classification,INT4,NPU,36,13.763,96.76%
MobileNetV4-Large,Rock_Classification,INT4,NPU,37,13.403,96.76%
MobileNetV4-Large,Rock_Classification,INT4,NPU,38,14.028,96.76%
MobileNetV4-Large,Rock_Classification,INT4,NPU,39,12.675,96.76%
MobileNetV4-Large,Rock_Classification,INT4,NPU,40,13.869,96.76%
MobileNetV4-Large,Rock_Classification,INT4,NPU,41,13.334,96.76%
MobileNetV4-Large,Rock_Classification,INT4,NPU,42,12.884,96.76%
MobileNetV4-Large,Rock_Classification,INT4,NPU,43,13.215,96.76%
MobileNetV4-Large,Rock_Classification,INT4,NPU,44,12.826,96.76%
MobileNetV4-Large,Rock_Classification,INT4,NPU,45,13.445,96.76%
MobileNetV4-Large,Rock_Classification,INT4,NPU,46,13.152,96.76%
MobileNetV4-Large,Rock_Classification,INT4,NPU,47,14.253,96.76%
MobileNetV4-Large,Rock_Classification,INT4,NPU,48,12.615,96.76%
MobileNetV4-Large,Rock_Classification,INT4,NPU,49,13.599,96.76%
MobileNetV4-Large,Rock_Classification,INT4,NPU,50,13.011,96.76%
MobileNetV4-Large,Rock_Classification,INT4,NPU,51,13.879,96.76%
MobileNetV4-Large,Rock_Classification,INT4,NPU,52,13.62,96.76%
MobileNetV4-Large,Rock_Classification,INT4,NPU,53,13.517,96.76%
MobileNetV4-Large,Rock_Classification,INT4,NPU,54,14.118,96.76%
MobileNetV4-Large,Rock_Classification,INT4,NPU,55,13.275,96.76%
MobileNetV4-Large,Rock_Classification,INT4,NPU,56,13.949,96.76%
MobileNetV4-Large,Rock_Classification,INT4,NPU,57,14.33,96.76%
MobileNetV4-Large,Rock_Classification,INT4,NPU,58,12.988,96.76%
MobileNetV4-Large,Rock_Classification,INT4,NPU,59,14.172,96.76%
MobileNetV4-Large,Rock_Classification,INT4,NPU,60,13.644,96.76%
MobileNetV4-Large,Rock_Classification,INT4,NPU,61,14.694,96.76%
MobileNetV4-Large,Rock_Classification,INT4,NPU,62,13.835,96.76%
MobileNetV4-Large,Rock_Classification,INT4,NPU,63,13.145,96.76%
MobileNetV4-Large,Rock_Classification,INT4,NPU,64,13.008,96.76%
MobileNetV4-Large,Rock_Classification,INT4,NPU,65,13.239,96.76%
MobileNetV4-Large,Rock_Classification,INT4,NPU,66,13.288,96.76%
MobileNetV4-Large,Rock_Classification,INT4,NPU,67,14.092,96.76%
MobileNetV4-Large,Rock_Classification,INT4,NPU,68,14.152,96.76%
MobileNetV4-Large,Rock_Classification,INT4,NPU,69,13.437,96.76%
MobileNetV4-Large,Rock_Classification,INT4,NPU,70,13.458,96.76%
MobileNetV4-Large,Rock_Classification,INT4,NPU,71,14.861,96.76%
MobileNetV4-Large,Rock_Classification,INT4,NPU,72,13.259,96.76%
MobileNetV4-Large,Rock_Classification,INT4,NPU,73,12.911,96.76%
MobileNetV4-Large,Rock_Classification,INT4,NPU,74,11.894,96.76%
MobileNetV4-Large,Rock_Classification,INT4,NPU,75,14.092,96.76%
MobileNetV4-Large,Rock_Classification,INT4,NPU,76,14.145,96.76%
MobileNetV4-Large,Rock_Classification,INT4,NPU,77,13.667,96.76%
MobileNetV4-Large,Rock_Classification,INT4,NPU,78,13.055,96.76%
MobileNetV4-Large,Rock_Classification,INT4,NPU,79,13.283,96.76%
MobileNetV4-Large,Rock_Classification,INT4,NPU,80,12.549,96.76%
MobileNetV4-Large,Rock_Classification,INT4,NPU,81,12.97,96.76%
MobileNetV4-Large,Rock_Classification,INT4,NPU,82,13.38,96.76%
MobileNetV4-Large,Rock_Classification,INT4,NPU,83,13.274,96.76%
MobileNetV4-Large,Rock_Classification,INT4,NPU,84,12.995,96.76%
MobileNetV4-Large,Rock_Classification,INT4,NPU,85,14.14,96.76%
MobileNetV4-Large,Rock_Classification,INT4,NPU,86,13.71,96.76%
MobileNetV4-Large,Rock_Classification,INT4,NPU,87,13.818,96.76%
MobileNetV4-Large,Rock_Classification,INT4,NPU,88,12.935,96.76%
MobileNetV4-Large,Rock_Classification,INT4,NPU,89,13.921,96.76%
MobileNetV4-Large,Rock_Classification,INT4,NPU,90,13.357,96.76%
MobileNetV4-Large,Rock_Classification,INT4,NPU,91,13.384,96.76%
MobileNetV4-Large,Rock_Classification,INT4,NPU,92,13.126,96.76%
MobileNetV4-Large,Rock_Classification,INT4,NPU,93,14.343,96.76%
MobileNetV4-Large,Rock_Classification,INT4,NPU,94,12.617,96.76%
MobileNetV4-Large,Rock_Classification,INT4,NPU,95,13.779,96.76%
MobileNetV4-Large,Rock_Classification,INT4,NPU,96,13.786,96.76%
MobileNetV4-Large,Rock_Classification,INT4,NPU,97,13.08,96.76%
MobileNetV4-Large,Rock_Classification,INT4,NPU,98,13.15,96.76%
MobileNetV4-Large,Rock_Classification,INT4,NPU,99,13.579,96.76%
MobileNetV4-Large,Rock_Classification,INT4,NPU,100,13.269,96.76%
MobileNetV4-Large,Rock_Classification,INT4,GPU,1,104.765,96.76%
MobileNetV4-Large,Rock_Classification,INT4,GPU,2,100.12,96.76%
MobileNetV4-Large,Rock_Classification,INT4,GPU,3,106.355,96.76%
MobileNetV4-Large,Rock_Classification,INT4,GPU,4,106.342,96.76%
MobileNetV4-Large,Rock_Classification,INT4,GPU,5,107.095,96.76%
MobileNetV4-Large,Rock_Classification,INT4,GPU,6,109.233,96.76%
MobileNetV4-Large,Rock_Classification,INT4,GPU,7,106.457,96.76%
MobileNetV4-Large,Rock_Classification,INT4,GPU,8,103.143,96.76%
MobileNetV4-Large,Rock_Classification,INT4,GPU,9,103.184,96.76%
MobileNetV4-Large,Rock_Classification,INT4,GPU,10,101.515,96.76%
MobileNetV4-Large,Rock_Classification,INT4,GPU,11,104.044,96.76%
MobileNetV4-Large,Rock_Classification,INT4,GPU,12,105.384,96.76%
MobileNetV4-Large,Rock_Classification,INT4,GPU,13,102.903,96.76%
MobileNetV4-Large,Rock_Classification,INT4,GPU,14,101.964,96.76%
MobileNetV4-Large,Rock_Classification,INT4,GPU,15,106.067,96.76%
MobileNetV4-Large,Rock_Classification,INT4,GPU,16,103.968,96.76%
MobileNetV4-Large,Rock_Classification,INT4,GPU,17,114.912,96.76%
MobileNetV4-Large,Rock_Classification,INT4,GPU,18,109.082,96.76%
MobileNetV4-Large,Rock_Classification,INT4,GPU,19,109.529,96.76%
MobileNetV4-Large,Rock_Classification,INT4,GPU,20,111.028,96.76%
MobileNetV4-Large,Rock_Classification,INT4,GPU,21,105.847,96.76%
MobileNetV4-Large,Rock_Classification,INT4,GPU,22,109.461,96.76%
MobileNetV4-Large,Rock_Classification,INT4,GPU,23,100.739,96.76%
MobileNetV4-Large,Rock_Classification,INT4,GPU,24,104.884,96.76%
MobileNetV4-Large,Rock_Classification,INT4,GPU,25,109.474,96.76%
MobileNetV4-Large,Rock_Classification,INT4,GPU,26,106.696,96.76%
MobileNetV4-Large,Rock_Classification,INT4,GPU,27,104.004,96.76%
MobileNetV4-Large,Rock_Classification,INT4,GPU,28,103.424,96.76%
MobileNetV4-Large,Rock_Classification,INT4,GPU,29,116.016,96.76%
MobileNetV4-Large,Rock_Classification,INT4,GPU,30,104.967,96.76%
MobileNetV4-Large,Rock_Classification,INT4,GPU,31,98.427,96.76%
MobileNetV4-Large,Rock_Classification,INT4,GPU,32,105.824,96.76%
MobileNetV4-Large,Rock_Classification,INT4,GPU,33,111.716,96.76%
MobileNetV4-Large,Rock_Classification,INT4,GPU,34,102.882,96.76%
MobileNetV4-Large,Rock_Classification,INT4,GPU,35,103.852,96.76%
MobileNetV4-Large,Rock_Classification,INT4,GPU,36,109.39,96.76%
MobileNetV4-Large,Rock_Classification,INT4,GPU,37,104.828,96.76%
MobileNetV4-Large,Rock_Classification,INT4,GPU,38,105.154,96.76%
MobileNetV4-Large,Rock_Classification,INT4,GPU,39,105.895,96.76%
MobileNetV4-Large,Rock_Classification,INT4,GPU,40,103.9,96.76%
MobileNetV4-Large,Rock_Classification,INT4,GPU,41,98.19,96.76%
MobileNetV4-Large,Rock_Classification,INT4,GPU,42,109.558,96.76%
MobileNetV4-Large,Rock_Classification,INT4,GPU,43,105.683,96.76%
MobileNetV4-Large,Rock_Classification,INT4,GPU,44,107.604,96.76%
MobileNetV4-Large,Rock_Classification,INT4,GPU,45,107.782,96.76%
MobileNetV4-Large,Rock_Classification,INT4,GPU,46,104.969,96.76%
MobileNetV4-Large,Rock_Classification,INT4,GPU,47,100.624,96.76%
MobileNetV4-Large,Rock_Classification,INT4,GPU,48,103.668,96.76%
MobileNetV4-Large,Rock_Classification,INT4,GPU,49,105.243,96.76%
MobileNetV4-Large,Rock_Classification,INT4,GPU,50,104.08,96.76%
MobileNetV4-Large,Rock_Classification,INT4,GPU,51,106.492,96.76%
MobileNetV4-Large,Rock_Classification,INT4,GPU,52,105.917,96.76%
MobileNetV4-Large,Rock_Classification,INT4,GPU,53,102.39,96.76%
MobileNetV4-Large,Rock_Classification,INT4,GPU,54,111.083,96.76%
MobileNetV4-Large,Rock_Classification,INT4,GPU,55,102.251,96.76%
MobileNetV4-Large,Rock_Classification,INT4,GPU,56,107.886,96.76%
MobileNetV4-Large,Rock_Classification,INT4,GPU,57,114.065,96.76%
MobileNetV4-Large,Rock_Classification,INT4,GPU,58,105.624,96.76%
MobileNetV4-Large,Rock_Classification,INT4,GPU,59,97.378,96.76%
MobileNetV4-Large,Rock_Classification,INT4,GPU,60,109.874,96.76%
MobileNetV4-Large,Rock_Classification,INT4,GPU,61,108.963,96.76%
MobileNetV4-Large,Rock_Classification,INT4,GPU,62,103.337,96.76%
MobileNetV4-Large,Rock_Classification,INT4,GPU,63,102.375,96.76%
MobileNetV4-Large,Rock_Classification,INT4,GPU,64,96.02,96.76%
MobileNetV4-Large,Rock_Classification,INT4,GPU,65,103.32,96.76%
MobileNetV4-Large,Rock_Classification,INT4,GPU,66,111.171,96.76%
MobileNetV4-Large,Rock_Classification,INT4,GPU,67,103.545,96.76%
MobileNetV4-Large,Rock_Classification,INT4,GPU,68,110.301,96.76%
MobileNetV4-Large,Rock_Classification,INT4,GPU,69,106.695,96.76%
MobileNetV4-Large,Rock_Classification,INT4,GPU,70,99.407,96.76%
MobileNetV4-Large,Rock_Classification,INT4,GPU,71,116.123,96.76%
MobileNetV4-Large,Rock_Classification,INT4,GPU,72,106.037,96.76%
MobileNetV4-Large,Rock_Classification,INT4,GPU,73,100.77,96.76%
MobileNetV4-Large,Rock_Classification,INT4,GPU,74,100.432,96.76%
MobileNetV4-Large,Rock_Classification,INT4,GPU,75,98.236,96.76%
MobileNetV4-Large,Rock_Classification,INT4,GPU,76,104.325,96.76%
MobileNetV4-Large,Rock_Classification,INT4,GPU,77,104.07,96.76%
MobileNetV4-Large,Rock_Classification,INT4,GPU,78,106.118,96.76%
MobileNetV4-Large,Rock_Classification,INT4,GPU,79,108.453,96.76%
MobileNetV4-Large,Rock_Classification,INT4,GPU,80,105.686,96.76%
MobileNetV4-Large,Rock_Classification,INT4,GPU,81,106.136,96.76%
MobileNetV4-Large,Rock_Classification,INT4,GPU,82,105.014,96.76%
MobileNetV4-Large,Rock_Classification,INT4,GPU,83,107.902,96.76%
MobileNetV4-Large,Rock_Classification,INT4,GPU,84,107.105,96.76%
MobileNetV4-Large,Rock_Classification,INT4,GPU,85,107.713,96.76%
MobileNetV4-Large,Rock_Classification,INT4,GPU,86,104.894,96.76%
MobileNetV4-Large,Rock_Classification,INT4,GPU,87,107.328,96.76%
MobileNetV4-Large,Rock_Classification,INT4,GPU,88,101.396,96.76%
MobileNetV4-Large,Rock_Classification,INT4,GPU,89,107.039,96.76%
MobileNetV4-Large,Rock_Classification,INT4,GPU,90,108.331,96.76%
MobileNetV4-Large,Rock_Classification,INT4,GPU,91,103.747,96.76%
MobileNetV4-Large,Rock_Classification,INT4,GPU,92,101.27,96.76%
MobileNetV4-Large,Rock_Classification,INT4,GPU,93,100.991,96.76%
MobileNetV4-Large,Rock_Classification,INT4,GPU,94,111.749,96.76%
MobileNetV4-Large,Rock_Classification,INT4,GPU,95,108.532,96.76%
MobileNetV4-Large,Rock_Classification,INT4,GPU,96,102.193,96.76%
MobileNetV4-Large,Rock_Classification,INT4,GPU,97,102.609,96.76%
MobileNetV4-Large,Rock_Classification,INT4,GPU,98,110.346,96.76%
MobileNetV4-Large,Rock_Classification,INT4,GPU,99,105.966,96.76%
MobileNetV4-Large,Rock_Classification,INT4,GPU,100,103.526,96.76%
MobileNetV4-Large,Rock_Classification,INT4,CPU,1,124.665,96.76%
MobileNetV4-Large,Rock_Classification,INT4,CPU,2,122.594,96.76%
MobileNetV4-Large,Rock_Classification,INT4,CPU,3,122.11,96.76%
MobileNetV4-Large,Rock_Classification,INT4,CPU,4,121.9,96.76%
MobileNetV4-Large,Rock_Classification,INT4,CPU,5,117.141,96.76%
MobileNetV4-Large,Rock_Classification,INT4,CPU,6,124.683,96.76%
MobileNetV4-Large,Rock_Classification,INT4,CPU,7,118.271,96.76%
MobileNetV4-Large,Rock_Classification,INT4,CPU,8,112.174,96.76%
MobileNetV4-Large,Rock_Classification,INT4,CPU,9,123.996,96.76%
MobileNetV4-Large,Rock_Classification,INT4,CPU,10,109.834,96.76%
MobileNetV4-Large,Rock_Classification,INT4,CPU,11,118.65,96.76%
MobileNetV4-Large,Rock_Classification,INT4,CPU,12,120.596,96.76%
MobileNetV4-Large,Rock_Classification,INT4,CPU,13,127.544,96.76%
MobileNetV4-Large,Rock_Classification,INT4,CPU,14,119.682,96.76%
MobileNetV4-Large,Rock_Classification,INT4,CPU,15,127.427,96.76%
MobileNetV4-Large,Rock_Classification,INT4,CPU,16,123.858,96.76%
MobileNetV4-Large,Rock_Classification,INT4,CPU,17,126.371,96.76%
MobileNetV4-Large,Rock_Classification,INT4,CPU,18,115.624,96.76%
MobileNetV4-Large,Rock_Classification,INT4,CPU,19,128.284,96.76%
MobileNetV4-Large,Rock_Classification,INT4,CPU,20,121.251,96.76%
MobileNetV4-Large,Rock_Classification,INT4,CPU,21,113.637,96.76%
MobileNetV4-Large,Rock_Classification,INT4,CPU,22,120.164,96.76%
MobileNetV4-Large,Rock_Classification,INT4,CPU,23,110.624,96.76%
MobileNetV4-Large,Rock_Classification,INT4,CPU,24,117.649,96.76%
MobileNetV4-Large,Rock_Classification,INT4,CPU,25,124.501,96.76%
MobileNetV4-Large,Rock_Classification,INT4,CPU,26,115.949,96.76%
MobileNetV4-Large,Rock_Classification,INT4,CPU,27,118.804,96.76%
MobileNetV4-Large,Rock_Classification,INT4,CPU,28,123.281,96.76%
MobileNetV4-Large,Rock_Classification,INT4,CPU,29,111.649,96.76%
MobileNetV4-Large,Rock_Classification,INT4,CPU,30,120.046,96.76%
MobileNetV4-Large,Rock_Classification,INT4,CPU,31,115.087,96.76%
MobileNetV4-Large,Rock_Classification,INT4,CPU,32,122.658,96.76%
MobileNetV4-Large,Rock_Classification,INT4,CPU,33,122.06,96.76%
MobileNetV4-Large,Rock_Classification,INT4,CPU,34,119.626,96.76%
MobileNetV4-Large,Rock_Classification,INT4,CPU,35,126.255,96.76%
MobileNetV4-Large,Rock_Classification,INT4,CPU,36,125.219,96.76%
MobileNetV4-Large,Rock_Classification,INT4,CPU,37,121.247,96.76%
MobileNetV4-Large,Rock_Classification,INT4,CPU,38,117.617,96.76%
MobileNetV4-Large,Rock_Classification,INT4,CPU,39,121.943,96.76%
MobileNetV4-Large,Rock_Classification,INT4,CPU,40,122.803,96.76%
MobileNetV4-Large,Rock_Classification,INT4,CPU,41,117.866,96.76%
MobileNetV4-Large,Rock_Classification,INT4,CPU,42,120.303,96.76%
MobileNetV4-Large,Rock_Classification,INT4,CPU,43,123.125,96.76%
MobileNetV4-Large,Rock_Classification,INT4,CPU,44,121.429,96.76%
MobileNetV4-Large,Rock_Classification,INT4,CPU,45,124.297,96.76%
MobileNetV4-Large,Rock_Classification,INT4,CPU,46,112.522,96.76%
